CSV_name,Participant,Session,Spine3_LeftShoulder_LeftArm_Angle_RMS,Spine3_LeftShoulder_LeftArm_Angle_STD,Spine3_LeftShoulder_LeftArm_Angle_CV,Spine3_LeftShoulder_LeftArm_Angle_ZeroCross,Spine3_RightShoulder_RightArm_Angle_RMS,Spine3_RightShoulder_RightArm_Angle_STD,Spine3_RightShoulder_RightArm_Angle_CV,Spine3_RightShoulder_RightArm_Angle_ZeroCross,LeftShoulder_LeftArm_LeftForeArm_Angle_RMS,LeftShoulder_LeftArm_LeftForeArm_Angle_STD,LeftShoulder_LeftArm_LeftForeArm_Angle_CV,LeftShoulder_LeftArm_LeftForeArm_Angle_ZeroCross,RightShoulder_RightArm_RightForeArm_Angle_RMS,RightShoulder_RightArm_RightForeArm_Angle_STD,RightShoulder_RightArm_RightForeArm_Angle_CV,RightShoulder_RightArm_RightForeArm_Angle_ZeroCross,Hips_LeftUpLeg_LeftLeg_Angle_RMS,Hips_LeftUpLeg_LeftLeg_Angle_STD,Hips_LeftUpLeg_LeftLeg_Angle_CV,Hips_LeftUpLeg_LeftLeg_Angle_ZeroCross,Hips_RightUpLeg_RightLeg_Angle_RMS,Hips_RightUpLeg_RightLeg_Angle_STD,Hips_RightUpLeg_RightLeg_Angle_CV,Hips_RightUpLeg_RightLeg_Angle_ZeroCross,LeftUpLeg_LeftLeg_LeftFoot_Angle_RMS,LeftUpLeg_LeftLeg_LeftFoot_Angle_STD,LeftUpLeg_LeftLeg_LeftFoot_Angle_CV,LeftUpLeg_LeftLeg_LeftFoot_Angle_ZeroCross,RightUpLeg_RightLeg_RightFoot_Angle_RMS,RightUpLeg_RightLeg_RightFoot_Angle_STD,RightUpLeg_RightLeg_RightFoot_Angle_CV,RightUpLeg_RightLeg_RightFoot_Angle_ZeroCross,Hips_Spine1_Spine3_Angle_RMS,Hips_Spine1_Spine3_Angle_STD,Hips_Spine1_Spine3_Angle_CV,Hips_Spine1_Spine3_Angle_ZeroCross,Spine1_Spine3_Head_Angle_RMS,Spine1_Spine3_Head_Angle_STD,Spine1_Spine3_Head_Angle_CV,Spine1_Spine3_Head_Angle_ZeroCross,MeanActiveJoints,,
863_1st_session_863_fREE_STLYE_MyTake_014_MyTake_014_resampled_120Hz_preprocessed_angles,863,First,21.2997226682492,21.2996766898616,0.0956041627972345,97,22.1602456007698,22.1596653012625,0.117282666004082,86,61.5468877205096,61.5458719733114,0.226007890214326,75,50.868340623278,50.8680596189938,0.183295481148768,82,23.4929248880277,23.4928622258323,0.0760591530144792,87,22.1612146040946,22.1608987078634,0.0754608893610108,88,54.6556782584062,54.6528850146861,0.564066376675066,102,61.3251164635548,61.3235036118636,0.656136973131327,93,19.7838263847837,19.7838256663734,1.06671213360818,76,17.5239156921525,17.5238816443869,0.702237036486194,95,6.0947386134171,,
863_last_session_863_freestlye_MyTake_011_MyTake_011_resampled_120Hz_preprocessed_angles,863,Last,32.6406456291601,32.6403757347281,0.114991413889685,83,31.2030194147928,31.2030192659642,0.13706009020473,92,78.0165567927612,78.0165120310969,0.29933191353025,90,65.5945404079558,65.5945403308726,0.20769332581499,97,30.0743091617844,30.0743051294648,0.103585371837611,65,31.2557304424505,31.255033765011,0.106276273053405,80,85.9004715087895,85.9003795115931,0.575043035957975,97,82.2719943350533,82.2716332083952,0.581650534979069,115,25.9892951248947,25.9892619145945,1.06009773707138,99,23.0282220999936,23.0280823570609,0.624190184472518,103,7.17771223687254,,
892_1st_Session__789_FREE_STLYE_MyTake_015_MyTake_015_resampled_120Hz_preprocessed_angles,892,First,33.0885620328262,33.0885523378643,0.101828993266958,101,28.2724270506076,28.272020488371,0.082441570062422,105,74.4498528332836,74.4497246912326,0.232629796521548,108,44.1023568728248,44.1022726270693,0.132604752551317,123,24.5626712553874,24.5625480586907,0.0658724384848302,109,28.9398121456764,28.9393472798425,0.061147006929857,112,90.6890700452561,90.6885759983585,0.534331734307003,139,94.267457456419,94.2673739058312,0.460411957343352,139,21.885264692952,21.8851695128183,0.773317809338944,125,14.0930813100224,14.0928474608448,0.461807597488868,146,6.73753160193059,,
892_Last_Session_892_freestlye_MyTake_013_MyTake_013_resampled_120Hz_preprocessed_angles,892,Last,59.0586844101825,59.0584473400563,0.139711287052991,91,58.8450326938264,58.8447827034941,0.135189103104826,94,129.463283570439,129.462881055289,0.255812729503161,134,104.830858183091,104.830555666387,0.189924577406522,133,36.1945927502345,36.1940958082416,0.101942377552138,97,41.6062488566951,41.6062439117435,0.0976493431047633,103,90.2816428836272,90.2779480115675,0.488392117953144,100,97.7902834397102,97.7899817478633,0.434140351363945,99,33.9673720326152,33.9673717691525,0.660705320281494,101,25.9284873695321,25.9283494670386,0.546688730501303,133,7.83301448032457,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Participant,delta_MeanActiveJoints
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,0.640098555091281
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508,-0.125580663902952
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615,0.318295498789079
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631,2.2974708982962
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762,0.513603724955115
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,863,1.08297362345545
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,892,1.09548287839398
